n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
50,4,16,5,3,41239,4051284,405502837,11,5,55,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",3,"[28,34,42]","[-1,1,-1]",0,True
50,4,16,5,4,41239,4051284,405502838,12,4,48,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",6,"[20,21,28,35,43,47]","[1,1,-1,-1,1,1]",0,True
50,4,16,5,5,41239,4051284,405502839,10,6,60,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",5,"[7,13,23,47,48]","[-1,-1,1,-1,-1]",0,True
50,4,32,5,1,41239,4051284,405504435,21,11,231,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",7,"[4,15,19,22,23,44,46]","[-1,1,-1,-1,-1,1,-1]",0,True
50,4,32,5,2,41239,4051284,405504436,19,13,247,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",9,"[5,8,20,24,25,26,34,36,40]","[-1,-1,1,1,1,-1,1,-1,-1]",0,True
50,4,32,5,3,41239,4051284,405504437,19,13,247,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",9,"[2,9,15,19,34,36,42,44,47]","[-1,1,-1,-1,1,1,-1,-1,1]",0,True
50,4,32,5,4,41239,4051284,405504438,19,13,247,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",7,"[1,7,14,15,19,31,47]","[1,-1,-1,1,-1,1,1]",0,True
50,4,32,5,5,41239,4051284,405504439,19,13,247,"[19,7,34,16]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",6,"[5,7,16,17,19,24]","[-1,-1,-1,1,-1,1]",0,True
100,4,8,5,1,41239,4051334,406002035,4,4,16,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",3,"[8,39,50]","[1,-1,1]",0,True
100,4,8,5,2,41239,4051334,406002036,6,2,12,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",3,"[19,40,90]","[1,-1,1]",0,True
100,4,8,5,3,41239,4051334,406002037,6,2,12,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",3,"[12,38,76]","[-1,-1,1]",0,True
100,4,8,5,4,41239,4051334,406002038,7,1,7,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",2,"[63,88]","[1,-1]",0,True
100,4,8,5,5,41239,4051334,406002039,4,4,16,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",4,"[7,33,41,97]","[-1,1,1,1]",0,True
100,4,16,5,1,41239,4051334,406002835,9,7,63,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",5,"[15,24,65,79,91]","[-1,1,1,-1,-1]",0,True
100,4,16,5,2,41239,4051334,406002836,11,5,55,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",7,"[4,20,30,41,54,61,75]","[1,-1,-1,-1,1,-1,-1]",0,True
100,4,16,5,3,41239,4051334,406002837,7,9,63,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",3,"[0,78,79]","[1,1,-1]",0,True
100,4,16,5,4,41239,4051334,406002838,9,7,63,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",5,"[20,27,31,71,98]","[1,-1,1,-1,-1]",0,True
100,4,16,5,5,41239,4051334,406002839,9,7,63,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",6,"[2,16,33,52,82,94]","[1,1,-1,-1,-1,1]",0,True
100,4,32,5,1,41239,4051334,406004435,22,10,220,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",7,"[19,32,34,52,54,60,70]","[-1,-1,-1,1,-1,1,-1]",0,True
100,4,32,5,2,41239,4051334,406004436,17,15,255,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",9,"[5,11,12,15,23,47,52,70,72]","[-1,1,1,1,1,1,1,-1,1]",0,True
100,4,32,5,3,41239,4051334,406004437,18,14,252,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",6,"[14,15,20,54,83,85]","[1,-1,-1,1,1,1]",0,True
100,4,32,5,4,41239,4051334,406004438,20,12,240,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",8,"[6,28,49,61,64,73,84,98]","[1,-1,-1,1,1,1,-1,1]",0,True
100,4,32,5,5,41239,4051334,406004439,20,12,240,"[18,79,56,98]","[-1,-1,1,-1]","[11,6,13]","[[0,1,3],[1,2],[0,2,3]]",10,"[6,7,35,45,63,71,81,89,90,99]","[-1,1,-1,-1,1,1,-1,-1,-1,1]",0,True
10,4,8,6,1,41240,4061244,406102035,3,5,15,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[0,2]","[1,1]",0,True
10,4,8,6,2,41240,4061244,406102036,2,6,12,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",1,[3],[1],0,True
10,4,8,6,3,41240,4061244,406102037,3,5,15,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[5,7,8]","[-1,1,-1]",0,True
10,4,8,6,4,41240,4061244,406102038,2,6,12,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",1,[0],[1],0,True
10,4,8,6,5,41240,4061244,406102039,1,7,7,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[7,9]","[1,1]",0,True
10,4,16,6,1,41240,4061244,406102835,4,12,48,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",5,"[0,2,4,5,7]","[1,-1,-1,1,-1]",0,True
10,4,16,6,2,41240,4061244,406102836,2,14,28,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[0,9]","[1,1]",0,True
10,4,16,6,3,41240,4061244,406102837,4,12,48,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,1,4,8]","[1,-1,-1,-1]",0,True
10,4,16,6,4,41240,4061244,406102838,5,11,55,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,4,7,8]","[1,-1,1,-1]",0,True
10,4,16,6,5,41240,4061244,406102839,5,11,55,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,6,8,9]","[1,-1,-1,1]",0,True
10,4,32,6,1,41240,4061244,406104435,6,26,156,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,2,4,9]","[1,-1,-1,1]",0,True
10,4,32,6,2,41240,4061244,406104436,10,22,220,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,7,8,9]","[1,-1,-1,1]",0,True
10,4,32,6,3,41240,4061244,406104437,4,28,112,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",6,"[0,3,4,6,7,8]","[1,-1,-1,-1,-1,-1]",0,True
10,4,32,6,4,41240,4061244,406104438,6,26,156,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[0,6,8,9]","[1,1,-1,1]",0,True
10,4,32,6,5,41240,4061244,406104439,2,30,60,"[9,0,8,4]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[0,2,3]","[1,1,1]",0,True
50,4,8,6,1,41240,4061284,406502035,3,5,15,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[29,37]","[-1,-1]",0,True
50,4,8,6,2,41240,4061284,406502036,1,7,7,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[2,42]","[1,1]",0,True
50,4,8,6,3,41240,4061284,406502037,2,6,12,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[17,23]","[1,1]",0,True
50,4,8,6,4,41240,4061284,406502038,3,5,15,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[5,49]","[1,1]",0,True
50,4,8,6,5,41240,4061284,406502039,4,4,16,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[2,23,35]","[1,1,1]",0,True
50,4,16,6,1,41240,4061284,406502835,7,9,63,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",5,"[11,12,29,44,48]","[1,-1,1,1,-1]",0,True
50,4,16,6,2,41240,4061284,406502836,3,13,39,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[17,38,43]","[1,-1,-1]",0,True
50,4,16,6,3,41240,4061284,406502837,1,15,15,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[7,17,33]","[1,1,1]",0,True
50,4,16,6,4,41240,4061284,406502838,4,12,48,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",6,"[0,17,28,33,38,46]","[1,-1,1,1,-1,1]",0,True
50,4,16,6,5,41240,4061284,406502839,3,13,39,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",6,"[11,14,19,33,37,40]","[1,1,-1,-1,1,1]",0,True
50,4,32,6,1,41240,4061284,406504435,2,30,60,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",4,"[32,41,42,48]","[-1,-1,1,-1]",0,True
50,4,32,6,2,41240,4061284,406504436,7,25,175,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",9,"[8,13,22,25,32,35,38,39,44]","[1,1,1,-1,1,-1,-1,-1,-1]",0,True
50,4,32,6,3,41240,4061284,406504437,8,24,192,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",7,"[6,12,15,32,34,37,39]","[1,-1,1,1,-1,-1,1]",0,True
50,4,32,6,4,41240,4061284,406504438,3,29,87,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",7,"[2,10,19,23,34,38,40]","[1,1,-1,1,-1,-1,-1]",0,True
50,4,32,6,5,41240,4061284,406504439,2,30,60,"[23,6,9,38]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",5,"[21,23,38,44,46]","[1,1,1,-1,1]",0,True
100,4,8,6,1,41240,4061334,407002035,3,5,15,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[59,79]","[1,1]",0,True
100,4,8,6,2,41240,4061334,407002036,2,6,12,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[19,22,80]","[-1,-1,1]",0,True
100,4,8,6,3,41240,4061334,407002037,2,6,12,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[78,99]","[-1,-1]",0,True
100,4,8,6,4,41240,4061334,407002038,1,7,7,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[34,57]","[-1,-1]",0,True
100,4,8,6,5,41240,4061334,407002039,1,7,7,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",2,"[49,50]","[1,-1]",0,True
100,4,16,6,1,41240,4061334,407002835,3,13,39,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",5,"[20,42,52,53,95]","[-1,1,-1,1,-1]",0,True
100,4,16,6,2,41240,4061334,407002836,3,13,39,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",6,"[52,55,80,82,87,94]","[1,-1,-1,-1,-1,-1]",0,True
100,4,16,6,3,41240,4061334,407002837,1,15,15,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[8,36,99]","[-1,-1,-1]",0,True
100,4,16,6,4,41240,4061334,407002838,4,12,48,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[14,53,59]","[-1,1,1]",0,True
100,4,16,6,5,41240,4061334,407002839,3,13,39,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",3,"[6,68,93]","[1,1,-1]",0,True
100,4,32,6,1,41240,4061334,407004435,9,23,207,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",7,"[9,27,40,57,58,64,85]","[-1,-1,-1,1,1,-1,1]",0,True
100,4,32,6,2,41240,4061334,407004436,7,25,175,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",6,"[32,52,53,64,71,91]","[-1,1,1,1,1,-1]",0,True
100,4,32,6,3,41240,4061334,407004437,5,27,135,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",7,"[8,13,53,61,77,81,88]","[-1,1,1,1,-1,-1,1]",0,True
100,4,32,6,4,41240,4061334,407004438,8,24,192,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",9,"[7,11,17,22,25,28,57,77,93]","[1,-1,1,-1,-1,1,-1,-1,-1]",0,True
100,4,32,6,5,41240,4061334,407004439,4,28,112,"[53,1,55,74]","[1,1,-1,-1]","[1,12,2]","[[0],[2,3],[1]]",5,"[14,27,30,33,84]","[1,1,1,1,-1]",0,True
10,4,8,7,1,41241,4071244,407102035,1,7,7,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[1,6,9]","[1,1,1]",0,True
10,4,8,7,2,41241,4071244,407102036,1,7,7,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[1,3,9]","[1,-1,1]",0,True
10,4,8,7,3,41241,4071244,407102037,1,7,7,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[0,6,8]","[1,1,-1]",0,True
10,4,8,7,4,41241,4071244,407102038,1,7,7,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[3,5]","[-1,1]",0,True
10,4,8,7,5,41241,4071244,407102039,1,7,7,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[3,6,9]","[-1,-1,1]",0,True
10,4,16,7,1,41241,4071244,407102835,1,15,15,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[0,3,6]","[1,-1,-1]",0,True
10,4,16,7,2,41241,4071244,407102836,3,13,39,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",5,"[1,5,6,8,9]","[-1,1,-1,-1,1]",0,True
10,4,16,7,3,41241,4071244,407102837,1,15,15,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[0,5,7,8]","[1,1,-1,1]",0,True
10,4,16,7,4,41241,4071244,407102838,1,15,15,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[0,6,9]","[1,1,1]",0,True
10,4,16,7,5,41241,4071244,407102839,1,15,15,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[0,3,5]","[1,-1,-1]",0,True
10,4,32,7,1,41241,4071244,407104435,1,31,31,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[1,3,6,9]","[-1,-1,-1,1]",0,True
10,4,32,7,2,41241,4071244,407104436,3,29,87,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",5,"[0,2,4,8,9]","[1,-1,1,-1,1]",0,True
10,4,32,7,3,41241,4071244,407104437,2,30,60,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[1,4,6,8]","[-1,1,1,1]",0,True
10,4,32,7,4,41241,4071244,407104438,3,29,87,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",6,"[0,2,3,6,8,9]","[1,-1,-1,-1,1,1]",0,True
10,4,32,7,5,41241,4071244,407104439,4,28,112,"[4,3,0,9]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[0,4]","[1,1]",0,True
50,4,8,7,1,41241,4071284,407502035,1,7,7,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[27,33,37]","[-1,-1,-1]",0,True
50,4,8,7,2,41241,4071284,407502036,2,6,12,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[13,14,27,36]","[1,-1,1,-1]",0,True
50,4,8,7,3,41241,4071284,407502037,2,6,12,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[5,33,35]","[-1,1,1]",0,True
50,4,8,7,4,41241,4071284,407502038,1,7,7,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[7,19]","[1,-1]",0,True
50,4,8,7,5,41241,4071284,407502039,1,7,7,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[7,14]","[1,-1]",0,True
50,4,16,7,1,41241,4071284,407502835,2,14,28,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",5,"[2,6,10,14,47]","[-1,-1,1,1,1]",0,True
50,4,16,7,2,41241,4071284,407502836,1,15,15,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[13,23,36]","[1,1,1]",0,True
50,4,16,7,3,41241,4071284,407502837,1,15,15,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[30,41,43]","[-1,1,1]",0,True
50,4,16,7,4,41241,4071284,407502838,1,15,15,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[25,27,49]","[1,-1,-1]",0,True
50,4,16,7,5,41241,4071284,407502839,1,15,15,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[17,28,30]","[-1,1,-1]",0,True
50,4,32,7,1,41241,4071284,407504435,2,30,60,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[5,15,26]","[1,-1,1]",0,True
50,4,32,7,2,41241,4071284,407504436,3,29,87,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",6,"[6,15,18,22,23,26]","[1,-1,-1,-1,1,-1]",0,True
50,4,32,7,3,41241,4071284,407504437,2,30,60,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[12,15,34]","[1,-1,1]",0,True
50,4,32,7,4,41241,4071284,407504438,3,29,87,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",7,"[9,10,18,20,21,24,33]","[1,1,-1,-1,-1,-1,-1]",0,True
50,4,32,7,5,41241,4071284,407504439,3,29,87,"[23,18,13,45]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",5,"[10,23,25,32,46]","[1,1,1,1,1]",0,True
100,4,8,7,1,41241,4071334,408002035,1,7,7,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[7,15]","[1,-1]",0,True
100,4,8,7,2,41241,4071334,408002036,1,7,7,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[7,19,20]","[1,1,-1]",0,True
100,4,8,7,3,41241,4071334,408002037,1,7,7,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[24,60,78]","[-1,-1,-1]",0,True
100,4,8,7,4,41241,4071334,408002038,1,7,7,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[35,79,84]","[-1,1,-1]",0,True
100,4,8,7,5,41241,4071334,408002039,2,6,12,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",2,"[31,88]","[1,-1]",0,True
100,4,16,7,1,41241,4071334,408002835,1,15,15,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[53,61,77]","[-1,1,-1]",0,True
100,4,16,7,2,41241,4071334,408002836,1,15,15,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[30,75,93]","[1,1,1]",0,True
100,4,16,7,3,41241,4071334,408002837,1,15,15,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[3,10,72]","[-1,1,1]",0,True
100,4,16,7,4,41241,4071334,408002838,1,15,15,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[15,32,50]","[1,-1,-1]",0,True
100,4,16,7,5,41241,4071334,408002839,1,15,15,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",3,"[13,34,37]","[1,1,-1]",0,True
100,4,32,7,1,41241,4071334,408004435,1,31,31,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[32,68,71,78]","[-1,1,1,-1]",0,True
100,4,32,7,2,41241,4071334,408004436,4,28,112,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",6,"[6,16,56,67,75,88]","[1,-1,1,1,1,1]",0,True
100,4,32,7,3,41241,4071334,408004437,2,30,60,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",6,"[13,39,45,46,59,93]","[1,1,1,-1,1,1]",0,True
100,4,32,7,4,41241,4071334,408004438,1,31,31,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",4,"[2,31,39,99]","[-1,1,-1,-1]",0,True
100,4,32,7,5,41241,4071334,408004439,3,29,87,"[75,77,31,71]","[1,-1,1,1]","[4,2,1,8]","[[2],[1],[0],[3]]",5,"[26,37,38,77,85]","[-1,1,1,-1,1]",0,True
10,4,8,8,1,41242,4081244,408102035,5,3,15,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",3,"[1,3,5]","[-1,1,-1]",0,True
10,4,8,8,2,41242,4081244,408102036,6,2,12,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",2,"[6,7]","[-1,-1]",0,True
10,4,8,8,3,41242,4081244,408102037,7,1,7,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",2,"[6,9]","[-1,-1]",0,True
10,4,8,8,4,41242,4081244,408102038,5,3,15,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",3,"[1,7,8]","[-1,1,-1]",0,True
10,4,8,8,5,41242,4081244,408102039,5,3,15,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",5,"[1,2,3,5,6]","[-1,-1,1,1,-1]",0,True
10,4,16,8,1,41242,4081244,408102835,12,4,48,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",2,"[6,9]","[-1,-1]",0,True
10,4,16,8,2,41242,4081244,408102836,11,5,55,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",4,"[0,1,2,9]","[1,-1,-1,-1]",0,True
10,4,16,8,3,41242,4081244,408102837,7,9,63,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",4,"[2,3,6,9]","[-1,1,-1,-1]",0,True
10,4,16,8,4,41242,4081244,408102838,11,5,55,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",4,"[3,6,8,9]","[1,-1,-1,-1]",0,True
10,4,16,8,5,41242,4081244,408102839,9,7,63,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",5,"[1,3,5,7,9]","[-1,1,1,1,-1]",0,True
10,4,32,8,1,41242,4081244,408104435,18,14,252,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",5,"[0,2,3,5,6]","[-1,-1,1,1,-1]",0,True
10,4,32,8,2,41242,4081244,408104436,21,11,231,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",4,"[2,3,6,9]","[-1,1,-1,-1]",0,True
10,4,32,8,3,41242,4081244,408104437,20,12,240,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",5,"[0,3,5,6,9]","[-1,1,-1,-1,-1]",0,True
10,4,32,8,4,41242,4081244,408104438,25,7,175,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",4,"[2,5,6,9]","[-1,-1,-1,-1]",0,True
10,4,32,8,5,41242,4081244,408104439,20,12,240,"[6,9,3,2]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",5,"[0,2,5,6,9]","[-1,-1,-1,-1,-1]",0,True
50,4,8,8,1,41242,4081284,408502035,4,4,16,"[12,13,3,42]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",3,"[19,25,34]","[1,-1,1]",0,True
50,4,8,8,2,41242,4081284,408502036,4,4,16,"[12,13,3,42]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",3,"[1,22,42]","[1,-1,-1]",0,True
50,4,8,8,3,41242,4081284,408502037,6,2,12,"[12,13,3,42]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",1,[12],[-1],0,True
50,4,8,8,4,41242,4081284,408502038,6,2,12,"[12,13,3,42]","[-1,-1,1,-1]","[3,14,13]","[[0,1],[1,2,3],[0,2,3]]",2,"[28,30]","[-1,1]",0,True
