n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
10,5,64,7,5,51241,5071244,507107639,42,22,924,"[9,5,0,4,6]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[0,4,5,6,9]","[1,1,1,-1,1]",0,True
50,5,16,7,1,51241,5071284,507502835,9,7,63,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[11,16,20,35,37]","[-1,1,-1,-1,-1]",0,True
50,5,16,7,2,51241,5071284,507502836,11,5,55,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[0,5,11,34,47,49]","[-1,1,1,1,1,1]",0,True
50,5,16,7,3,51241,5071284,507502837,14,2,28,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",4,"[4,5,8,31]","[-1,-1,-1,1]",0,True
50,5,16,7,4,51241,5071284,507502838,13,3,39,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[4,12,15,22,45]","[1,1,-1,-1,1]",0,True
50,5,16,7,5,51241,5071284,507502839,12,4,48,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[3,5,9,14,30]","[1,-1,1,-1,-1]",0,True
50,5,32,7,1,51241,5071284,507504435,18,14,252,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[7,16,18,27,29,35,36,45,47,49]","[1,1,1,1,-1,1,-1,-1,1,1]",0,True
50,5,32,7,2,51241,5071284,507504436,21,11,231,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[5,20,27,34,39,43,46]","[-1,1,1,-1,-1,-1,-1]",0,True
50,5,32,7,3,51241,5071284,507504437,20,12,240,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[1,2,3,19,21,33,39]","[-1,-1,1,-1,-1,1,-1]",0,True
50,5,32,7,4,51241,5071284,507504438,24,8,192,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[4,12,14,26,33,34,44]","[-1,1,1,-1,1,1,-1]",0,True
50,5,32,7,5,51241,5071284,507504439,19,13,247,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[4,5,8,12,16,24,31,32,39,46]","[1,1,1,-1,1,-1,-1,1,-1,-1]",0,True
50,5,64,7,1,51241,5071284,507507635,39,25,975,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",13,"[0,3,8,15,18,22,24,28,32,36,40,41,45]","[1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1]",0,True
50,5,64,7,2,51241,5071284,507507636,37,27,999,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",13,"[1,3,8,9,12,13,14,19,22,31,35,37,46]","[1,1,1,-1,-1,1,-1,1,1,1,1,1,1]",0,True
50,5,64,7,3,51241,5071284,507507637,44,20,880,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",11,"[5,13,17,19,24,26,29,35,39,41,46]","[1,-1,-1,-1,-1,-1,-1,1,1,1,1]",0,True
50,5,64,7,4,51241,5071284,507507638,43,21,903,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[3,11,13,27,31,32,34,39,44,46]","[1,1,1,1,1,-1,-1,1,1,-1]",0,True
50,5,64,7,5,51241,5071284,507507639,41,23,943,"[6,3,25,48,39]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[2,6,9,21,30,33,34,35,37,46]","[-1,1,1,-1,1,1,-1,1,1,-1]",0,True
100,5,16,7,1,51241,5071334,508002835,10,6,60,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[2,6,12,22,61,65,99]","[1,-1,-1,-1,1,1,-1]",0,True
100,5,16,7,2,51241,5071334,508002836,9,7,63,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",6,"[26,33,36,48,73,89]","[-1,-1,-1,1,1,1]",0,True
100,5,16,7,3,51241,5071334,508002837,8,8,64,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[14,41,52,67,76,84,95]","[-1,1,1,-1,1,1,1]",0,True
100,5,16,7,4,51241,5071334,508002838,10,6,60,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[32,43,71,86,98]","[-1,1,1,1,1]",0,True
100,5,16,7,5,51241,5071334,508002839,11,5,55,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",5,"[13,73,78,88,97]","[-1,-1,-1,-1,1]",0,True
100,5,32,7,1,51241,5071334,508004435,19,13,247,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",8,"[11,13,25,32,36,42,65,69]","[-1,1,-1,-1,1,-1,-1,-1]",0,True
100,5,32,7,2,51241,5071334,508004436,27,5,135,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",7,"[2,11,17,35,60,84,94]","[-1,-1,1,-1,1,1,-1]",0,True
100,5,32,7,3,51241,5071334,508004437,16,16,256,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[33,37,46,58,60,61,76,81,93]","[-1,-1,1,1,1,1,1,-1,1]",0,True
100,5,32,7,4,51241,5071334,508004438,21,11,231,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[4,5,17,22,27,47,63,73,99]","[-1,-1,1,1,-1,-1,-1,-1,-1]",0,True
100,5,32,7,5,51241,5071334,508004439,18,14,252,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",9,"[2,5,15,46,69,74,81,82,84]","[1,-1,-1,-1,1,-1,-1,-1,-1]",0,True
100,5,64,7,1,51241,5071334,508007635,44,20,880,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",12,"[14,16,24,34,41,44,46,47,55,85,94,97]","[-1,1,1,1,-1,1,-1,-1,-1,-1,1,1]",0,True
100,5,64,7,2,51241,5071334,508007636,42,22,924,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",10,"[11,17,35,36,62,78,82,86,89,95]","[-1,-1,1,1,1,1,1,1,-1,-1]",0,True
100,5,64,7,3,51241,5071334,508007637,38,26,988,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",13,"[9,25,31,33,35,51,54,56,65,66,69,87,88]","[1,1,1,-1,1,-1,1,1,1,1,-1,-1,1]",0,True
100,5,64,7,4,51241,5071334,508007638,43,21,903,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",11,"[21,22,27,36,51,56,57,64,66,87,91]","[1,-1,1,-1,1,-1,1,-1,-1,-1,-1]",0,True
100,5,64,7,5,51241,5071334,508007639,43,21,903,"[24,86,7,18,67]","[1,1,1,1,-1]","[3,14,28]","[[0,1],[1,2,3],[2,3,4]]",8,"[2,24,62,74,80,86,93,98]","[1,1,-1,1,1,1,1,-1]",0,True
10,5,16,8,1,51242,5081244,508102835,7,9,63,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",2,"[5,7]","[-1,-1]",0,True
10,5,16,8,2,51242,5081244,508102836,3,13,39,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[3,4,8]","[1,-1,1]",0,True
10,5,16,8,3,51242,5081244,508102837,10,6,60,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",1,[5],[-1],0,True
10,5,16,8,4,51242,5081244,508102838,7,9,63,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[4,5,6]","[-1,-1,1]",0,True
10,5,16,8,5,51242,5081244,508102839,3,13,39,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[0,1,5]","[-1,1,-1]",0,True
10,5,32,8,1,51242,5081244,508104435,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[2,3,4,5,6]","[-1,1,-1,-1,1]",0,True
10,5,32,8,2,51242,5081244,508104436,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[1,3,5,6,8,9]","[-1,1,-1,1,1,-1]",0,True
10,5,32,8,3,51242,5081244,508104437,17,15,255,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",4,"[0,3,4,5]","[1,1,-1,-1]",0,True
10,5,32,8,4,51242,5081244,508104438,10,22,220,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[0,1,3,4,5,9]","[-1,1,1,-1,-1,1]",0,True
10,5,32,8,5,51242,5081244,508104439,10,22,220,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[1,3,4,5,7]","[1,1,-1,-1,-1]",0,True
10,5,64,8,1,51242,5081244,508107635,28,36,1008,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
10,5,64,8,2,51242,5081244,508107636,28,36,1008,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[0,1,2,3,4,5,7]","[-1,1,1,1,-1,-1,-1]",0,True
10,5,64,8,3,51242,5081244,508107637,26,38,988,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
10,5,64,8,4,51242,5081244,508107638,31,33,1023,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
10,5,64,8,5,51242,5081244,508107639,32,32,1024,"[3,7,6,5,4]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[3,4,5,6,7]","[1,-1,-1,1,-1]",0,True
50,5,16,8,1,51242,5081284,508502835,9,7,63,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[6,16,27,38,47]","[1,1,-1,1,1]",0,True
50,5,16,8,2,51242,5081284,508502836,6,10,60,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",4,"[20,36,40,46]","[1,1,-1,1]",0,True
50,5,16,8,3,51242,5081284,508502837,6,10,60,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[0,11,32,36,48]","[-1,-1,-1,1,1]",0,True
50,5,16,8,4,51242,5081284,508502838,7,9,63,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[11,28,46]","[-1,-1,1]",0,True
50,5,16,8,5,51242,5081284,508502839,8,8,64,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",3,"[23,28,44]","[-1,-1,-1]",0,True
50,5,32,8,1,51242,5081284,508504435,16,16,256,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[9,10,13,27,31,37,49]","[1,-1,-1,-1,-1,1,1]",0,True
50,5,32,8,2,51242,5081284,508504436,10,22,220,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",9,"[11,19,22,24,35,38,41,43,46]","[1,-1,-1,1,-1,-1,-1,-1,1]",0,True
50,5,32,8,3,51242,5081284,508504437,11,21,231,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[0,18,21,30,34,44,46]","[-1,1,1,1,1,-1,1]",0,True
50,5,32,8,4,51242,5081284,508504438,10,22,220,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",8,"[2,10,27,29,35,39,43,47]","[1,-1,-1,-1,-1,-1,1,1]",0,True
50,5,32,8,5,51242,5081284,508504439,16,16,256,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",9,"[8,12,14,20,28,33,34,45,47]","[-1,-1,1,-1,-1,1,-1,-1,-1]",0,True
50,5,64,8,1,51242,5081284,508507635,29,35,1015,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",10,"[2,10,24,27,31,34,35,36,42,44]","[1,-1,-1,-1,-1,1,-1,-1,-1,-1]",0,True
50,5,64,8,2,51242,5081284,508507636,23,41,943,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",11,"[1,4,10,16,25,29,31,34,40,43,46]","[1,-1,-1,-1,-1,1,1,1,-1,-1,1]",0,True
50,5,64,8,3,51242,5081284,508507637,24,40,960,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",11,"[4,8,9,10,18,25,34,37,41,44,49]","[1,-1,-1,-1,-1,1,1,-1,-1,-1,1]",0,True
50,5,64,8,4,51242,5081284,508507638,26,38,988,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",10,"[1,5,7,17,23,27,30,41,42,46]","[1,-1,1,-1,-1,-1,-1,1,1,1]",0,True
50,5,64,8,5,51242,5081284,508507639,35,29,1015,"[46,44,2,27,10]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",12,"[5,7,8,15,17,18,22,23,24,27,42,44]","[-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1]",0,True
100,5,16,8,1,51242,5081334,509002835,9,7,63,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[1,37,39,52,54,67]","[1,-1,-1,1,1,-1]",0,True
100,5,16,8,2,51242,5081334,509002836,8,8,64,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[18,32,50,56,72,76,82]","[1,-1,-1,1,1,1,1]",0,True
100,5,16,8,3,51242,5081334,509002837,9,7,63,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[6,16,17,25,67]","[-1,1,-1,1,-1]",0,True
100,5,16,8,4,51242,5081334,509002838,7,9,63,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[18,54,74,76,77,80,84]","[1,-1,1,1,-1,1,-1]",0,True
100,5,16,8,5,51242,5081334,509002839,4,12,48,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",5,"[14,35,75,94,96]","[1,-1,-1,1,-1]",0,True
100,5,32,8,1,51242,5081334,509004435,12,20,240,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[18,37,49,58,69,70,91]","[1,1,1,1,1,1,-1]",0,True
100,5,32,8,2,51242,5081334,509004436,12,20,240,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",6,"[28,34,63,70,90,91]","[-1,-1,-1,1,1,-1]",0,True
100,5,32,8,3,51242,5081334,509004437,9,23,207,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",8,"[0,18,46,47,50,61,75,83]","[1,-1,1,-1,1,-1,-1,-1]",0,True
100,5,32,8,4,51242,5081334,509004438,14,18,252,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[0,11,17,21,47,64,98]","[-1,1,-1,1,-1,-1,-1]",0,True
100,5,32,8,5,51242,5081334,509004439,17,15,255,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",7,"[32,54,77,79,84,97,98]","[1,1,1,1,-1,1,-1]",0,True
100,5,64,8,1,51242,5081334,509007635,30,34,1020,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",13,"[2,10,29,48,51,53,78,82,86,88,89,95,97]","[-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1]",0,True
100,5,64,8,2,51242,5081334,509007636,24,40,960,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",12,"[2,3,14,18,20,21,33,36,53,65,66,93]","[-1,-1,1,1,1,1,-1,1,1,1,1,-1]",0,True
100,5,64,8,3,51242,5081334,509007637,25,39,975,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",12,"[5,6,14,23,26,40,59,69,80,91,94,99]","[1,1,1,-1,1,1,1,-1,-1,-1,-1,-1]",0,True
100,5,64,8,4,51242,5081334,509007638,24,40,960,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",9,"[0,3,33,46,51,84,88,90,91]","[-1,1,-1,-1,1,-1,1,1,-1]",0,True
100,5,64,8,5,51242,5081334,509007639,28,36,1008,"[70,23,50,91,84]","[1,-1,1,-1,-1]","[19,24,9,22,14,21,7]","[[0,1,4],[3,4],[0,3],[1,2,4],[1,2,3],[0,2,4],[0,1,2]]",11,"[2,11,36,43,44,63,64,66,70,77,86]","[-1,-1,1,1,1,-1,-1,-1,1,-1,1]",0,True
10,5,16,9,1,51243,5091244,509102835,6,10,60,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",1,[8],[1],0,True
10,5,16,9,2,51243,5091244,509102836,9,7,63,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",1,[8],[1],0,True
10,5,16,9,3,51243,5091244,509102837,8,8,64,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",3,"[0,4,8]","[-1,-1,1]",0,True
10,5,16,9,4,51243,5091244,509102838,8,8,64,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",4,"[1,2,6,8]","[1,-1,1,1]",0,True
10,5,16,9,5,51243,5091244,509102839,5,11,55,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",1,[8],[1],0,True
10,5,32,9,1,51243,5091244,509104435,18,14,252,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",1,[8],[1],0,True
10,5,32,9,2,51243,5091244,509104436,21,11,231,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",4,"[0,4,7,8]","[-1,-1,1,1]",0,True
10,5,32,9,3,51243,5091244,509104437,17,15,255,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",1,[8],[1],0,True
10,5,32,9,4,51243,5091244,509104438,12,20,240,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",4,"[2,7,8,9]","[-1,1,1,1]",0,True
10,5,32,9,5,51243,5091244,509104439,15,17,255,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",5,"[0,3,5,8,9]","[-1,-1,1,1,1]",0,True
10,5,64,9,1,51243,5091244,509107635,32,32,1024,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",6,"[2,4,6,7,8,9]","[1,-1,-1,1,1,1]",0,True
10,5,64,9,2,51243,5091244,509107636,35,29,1015,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",5,"[1,3,4,7,8]","[1,-1,-1,1,1]",0,True
10,5,64,9,3,51243,5091244,509107637,33,31,1023,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",5,"[3,4,7,8,9]","[-1,-1,1,1,1]",0,True
10,5,64,9,4,51243,5091244,509107638,32,32,1024,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",5,"[0,1,3,8,9]","[1,-1,-1,1,1]",0,True
10,5,64,9,5,51243,5091244,509107639,35,29,1015,"[9,8,4,3,7]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",6,"[1,4,5,7,8,9]","[1,-1,-1,1,1,1]",0,True
50,5,16,9,1,51243,5091284,509502835,7,9,63,"[31,43,32,39,5]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",6,"[8,12,34,44,46,48]","[1,-1,1,1,-1,1]",0,True
50,5,16,9,2,51243,5091284,509502836,5,11,55,"[31,43,32,39,5]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",3,"[21,29,43]","[-1,-1,1]",0,True
50,5,16,9,3,51243,5091284,509502837,12,4,48,"[31,43,32,39,5]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",7,"[1,7,18,25,27,39,48]","[1,1,-1,1,-1,-1,1]",0,True
50,5,16,9,4,51243,5091284,509502838,8,8,64,"[31,43,32,39,5]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",7,"[1,7,16,18,29,34,41]","[-1,-1,1,1,-1,1,1]",0,True
50,5,16,9,5,51243,5091284,509502839,5,11,55,"[31,43,32,39,5]","[1,1,-1,-1,1]","[29,3,10,18,6]","[[0,2,3,4],[0,1],[1,3],[1,4],[1,2]]",4,"[14,18,32,35]","[1,1,-1,-1]",0,True
