n,k,m,f_id,tb,function_seed,embedding_seed,dataset_seed,k_max_used,F0_size,F1_size,d,support_true,signs_true,antichain_masks,antichain_sets,sigma_weight,support_predicted,signs_predicted,restarts,solution_found
10,5,64,3,3,51237,5031244,503107637,10,58,6,348,"[5,3,9,4,1]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[3,4,5,6,9]","[-1,1,-1,-1,1]",0,True
10,5,64,3,4,51237,5031244,503107638,10,57,7,399,"[5,3,9,4,1]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[3,4,5,6,9]","[-1,1,-1,-1,1]",0,True
10,5,64,3,5,51237,5031244,503107639,10,55,9,495,"[5,3,9,4,1]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[1,3,4,5,9]","[-1,-1,1,-1,1]",0,True
50,5,16,3,1,51237,5031284,503502835,10,14,2,28,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[15,25,47]","[-1,-1,-1]",0,True
50,5,16,3,2,51237,5031284,503502836,10,15,1,15,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[1,9,46]","[-1,-1,1]",0,True
50,5,16,3,3,51237,5031284,503502837,10,12,4,48,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",6,"[10,12,18,34,36,45]","[1,1,1,-1,-1,1]",0,True
50,5,16,3,4,51237,5031284,503502838,10,15,1,15,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",4,"[13,27,34,47]","[-1,-1,1,-1]",0,True
50,5,16,3,5,51237,5031284,503502839,10,13,3,39,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[16,22,27,39,44]","[1,-1,1,1,-1]",0,True
50,5,32,3,1,51237,5031284,503504435,10,29,3,87,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",7,"[2,6,14,31,39,44,48]","[-1,1,1,-1,-1,1,-1]",0,True
50,5,32,3,2,51237,5031284,503504436,10,31,1,31,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",4,"[0,1,21,37]","[1,-1,-1,-1]",0,True
50,5,32,3,3,51237,5031284,503504437,10,30,2,60,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",4,"[15,29,32,45]","[-1,-1,-1,1]",0,True
50,5,32,3,4,51237,5031284,503504438,10,31,1,31,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[6,9,36]","[-1,1,1]",0,True
50,5,32,3,5,51237,5031284,503504439,10,24,8,192,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[21,45,47]","[-1,1,-1]",1,True
50,5,64,3,1,51237,5031284,503507635,10,59,5,295,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",8,"[1,5,14,17,30,33,40,49]","[-1,-1,-1,1,1,-1,1,1]",0,True
50,5,64,3,2,51237,5031284,503507636,10,62,2,124,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[10,23,24,25,26]","[-1,-1,-1,-1,1]",0,True
50,5,64,3,3,51237,5031284,503507637,10,54,10,540,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",8,"[4,10,11,17,21,37,45,47]","[-1,-1,1,-1,-1,1,1,-1]",2,True
50,5,64,3,4,51237,5031284,503507638,10,61,3,183,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",7,"[0,3,7,35,38,45,49]","[1,-1,-1,-1,1,1,-1]",0,True
50,5,64,3,5,51237,5031284,503507639,10,54,10,540,"[47,21,45,30,15]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",10,"[13,23,29,30,36,40,44,45,47,48]","[1,1,1,1,-1,-1,-1,1,-1,-1]",3,True
100,5,16,3,1,51237,5031334,504002835,10,14,2,28,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[27,76,78,80,95]","[1,-1,-1,1,-1]",0,True
100,5,16,3,2,51237,5031334,504002836,10,15,1,15,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[72,77,81]","[1,-1,-1]",0,True
100,5,16,3,3,51237,5031334,504002837,10,15,1,15,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",2,"[52,55]","[-1,-1]",0,True
100,5,16,3,4,51237,5031334,504002838,10,15,1,15,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",2,"[79,92]","[1,-1]",0,True
100,5,16,3,5,51237,5031334,504002839,10,14,2,28,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",3,"[2,38,65]","[-1,1,1]",0,True
100,5,32,3,1,51237,5031334,504004435,10,30,2,60,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[8,26,55,76,99]","[-1,-1,1,-1,-1]",0,True
100,5,32,3,2,51237,5031334,504004436,10,27,5,135,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",4,"[0,19,31,74]","[-1,1,1,-1]",0,True
100,5,32,3,3,51237,5031334,504004437,10,30,2,60,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",6,"[4,16,37,41,46,51]","[1,-1,1,1,-1,-1]",0,True
100,5,32,3,4,51237,5031334,504004438,10,30,2,60,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",5,"[39,41,53,61,73]","[-1,-1,-1,1,-1]",0,True
100,5,32,3,5,51237,5031334,504004439,10,30,2,60,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",6,"[43,46,74,83,90,96]","[1,-1,-1,1,-1,1]",0,True
100,5,64,3,1,51237,5031334,504007635,10,59,5,295,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",9,"[0,16,21,52,56,62,74,91,92]","[-1,-1,1,1,-1,-1,-1,-1,1]",0,True
100,5,64,3,2,51237,5031334,504007636,10,58,6,348,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",10,"[3,8,31,37,40,44,50,53,56,72]","[-1,-1,1,-1,-1,-1,-1,-1,1,1]",0,True
100,5,64,3,3,51237,5031334,504007637,10,59,5,295,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",8,"[15,40,66,70,92,94,95,98]","[-1,1,-1,-1,-1,1,-1,1]",2,True
100,5,64,3,4,51237,5031334,504007638,10,61,3,183,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",6,"[7,9,41,51,72,92]","[-1,1,-1,-1,1,1]",0,True
100,5,64,3,5,51237,5031334,504007639,10,58,6,348,"[95,74,82,66,24]","[-1,-1,1,1,-1]","[15,23]","[[0,1,2,3],[0,1,2,4]]",8,"[7,21,24,42,57,72,76,78]","[1,-1,-1,-1,-1,1,1,-1]",0,True
10,5,16,4,1,51238,5041244,504102835,10,5,11,55,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",2,"[1,8]","[1,-1]",0,True
10,5,16,4,2,51238,5041244,504102836,10,3,13,39,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[1,3,4,8]","[1,-1,-1,-1]",0,True
10,5,16,4,3,51238,5041244,504102837,10,2,14,28,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",2,"[1,8]","[1,-1]",0,True
10,5,16,4,4,51238,5041244,504102838,10,4,12,48,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",2,"[1,8]","[1,-1]",0,True
10,5,16,4,5,51238,5041244,504102839,10,2,14,28,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[3,6,8,9]","[1,1,-1,1]",0,True
10,5,32,4,1,51238,5041244,504104435,10,5,27,135,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[1,5,7,9]","[1,-1,1,-1]",0,True
10,5,32,4,2,51238,5041244,504104436,10,4,28,112,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[0,1,2,3,5]","[1,1,-1,-1,1]",0,True
10,5,32,4,3,51238,5041244,504104437,10,7,25,175,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",3,"[1,3,8]","[1,-1,-1]",0,True
10,5,32,4,4,51238,5041244,504104438,10,5,27,135,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[1,2,3,8]","[1,-1,-1,-1]",0,True
10,5,32,4,5,51238,5041244,504104439,10,4,28,112,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[1,2,3,5,7]","[1,-1,-1,1,-1]",0,True
10,5,64,4,1,51238,5041244,504107635,10,7,57,399,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",7,"[1,2,3,5,6,8,9]","[1,1,-1,-1,1,-1,-1]",0,True
10,5,64,4,2,51238,5041244,504107636,10,9,55,495,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[0,1,3,4,8]","[1,1,-1,-1,-1]",0,True
10,5,64,4,3,51238,5041244,504107637,10,8,56,448,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[1,2,3,8,9]","[1,-1,-1,-1,-1]",0,True
10,5,64,4,4,51238,5041244,504107638,10,14,50,700,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[0,1,3,4,8]","[1,1,-1,-1,-1]",0,True
10,5,64,4,5,51238,5041244,504107639,10,9,55,495,"[3,4,8,1,0]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",3,"[1,3,8]","[1,-1,-1]",0,True
50,5,16,4,1,51238,5041284,504502835,10,3,13,39,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",3,"[2,9,38]","[-1,1,1]",0,True
50,5,16,4,2,51238,5041284,504502836,10,4,12,48,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[5,14,32,48]","[1,1,-1,-1]",0,True
50,5,16,4,3,51238,5041284,504502837,10,2,14,28,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",3,"[20,24,29]","[-1,-1,-1]",0,True
50,5,16,4,4,51238,5041284,504502838,10,2,14,28,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[8,9,18,20]","[1,1,1,-1]",0,True
50,5,16,4,5,51238,5041284,504502839,10,4,12,48,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[1,9,12,18,27]","[1,1,1,1,1]",0,True
50,5,32,4,1,51238,5041284,504504435,10,4,28,112,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",7,"[8,10,13,14,16,29,38]","[1,-1,-1,-1,-1,1,1]",0,True
50,5,32,4,2,51238,5041284,504504436,10,5,27,135,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",7,"[3,4,11,37,38,41,46]","[-1,1,1,1,-1,-1,-1]",0,True
50,5,32,4,3,51238,5041284,504504437,10,6,26,156,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[1,7,13,14,22,24,26,46,49]","[1,1,-1,-1,-1,-1,-1,-1,-1]",0,True
50,5,32,4,4,51238,5041284,504504438,10,1,31,31,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[3,6,34,38]","[-1,-1,-1,1]",0,True
50,5,32,4,5,51238,5041284,504504439,10,7,25,175,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",6,"[1,7,14,21,34,48]","[1,1,1,1,-1,1]",0,True
50,5,64,4,1,51238,5041284,504507635,10,8,56,448,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[2,9,15,16,18,34,37,39,43]","[1,1,1,1,1,-1,-1,-1,1]",1,True
50,5,64,4,2,51238,5041284,504507636,10,5,59,295,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[4,9,14,26,40]","[-1,1,1,-1,1]",0,True
50,5,64,4,3,51238,5041284,504507637,10,7,57,399,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",7,"[1,9,11,19,35,36,44]","[1,1,1,-1,1,1,-1]",0,True
50,5,64,4,4,51238,5041284,504507638,10,14,50,700,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",10,"[0,2,15,18,25,35,38,44,45,47]","[-1,-1,1,1,-1,1,1,-1,1,-1]",0,True
50,5,64,4,5,51238,5041284,504507639,10,9,55,495,"[26,28,41,9,30]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[2,5,15,20,26,31,34,45,48]","[1,1,-1,1,-1,1,1,1,-1]",0,True
100,5,16,4,1,51238,5041334,505002835,10,1,15,15,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",3,"[6,25,83]","[1,1,1]",0,True
100,5,16,4,2,51238,5041334,505002836,10,5,11,55,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[5,52,53,75]","[1,1,1,1]",0,True
100,5,16,4,3,51238,5041334,505002837,10,4,12,48,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[29,38,40,54,61]","[1,-1,-1,1,1]",0,True
100,5,16,4,4,51238,5041334,505002838,10,1,15,15,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",2,"[97,98]","[-1,1]",0,True
100,5,16,4,5,51238,5041334,505002839,10,2,14,28,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",4,"[21,41,66,90]","[1,-1,1,-1]",0,True
100,5,32,4,1,51238,5041334,505004435,10,2,30,60,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",5,"[51,61,62,75,82]","[-1,-1,1,-1,-1]",0,True
100,5,32,4,2,51238,5041334,505004436,10,6,26,156,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[2,7,20,23,32,37,70,88,90]","[-1,1,-1,1,1,1,1,1,-1]",0,True
100,5,32,4,3,51238,5041334,505004437,10,3,29,87,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",6,"[18,23,45,54,71,96]","[1,1,1,-1,-1,-1]",0,True
100,5,32,4,4,51238,5041334,505004438,10,5,27,135,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",6,"[1,2,71,86,89,91]","[1,1,1,-1,-1,1]",0,True
100,5,32,4,5,51238,5041334,505004439,10,4,28,112,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",6,"[9,24,36,39,59,77]","[1,1,1,1,1,1]",0,True
100,5,64,4,1,51238,5041334,505007635,10,9,55,495,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",10,"[12,17,19,20,57,73,78,80,83,88]","[1,-1,-1,-1,1,-1,1,1,1,-1]",2,True
100,5,64,4,2,51238,5041334,505007636,10,10,54,540,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[4,17,21,40,42,56,62,68,88]","[-1,1,1,1,-1,1,1,1,-1]",1,True
100,5,64,4,3,51238,5041334,505007637,10,5,59,295,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",9,"[11,13,15,22,25,30,31,62,89]","[-1,1,-1,-1,1,1,-1,-1,-1]",0,True
100,5,64,4,4,51238,5041334,505007638,10,10,54,540,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",8,"[24,41,46,57,58,64,87,98]","[1,-1,-1,-1,-1,-1,1,-1]",0,True
100,5,64,4,5,51238,5041334,505007639,10,9,55,495,"[57,38,4,24,71]","[-1,-1,-1,1,1]","[3,4,8,17]","[[0,1],[2],[3],[0,4]]",8,"[1,24,35,36,49,65,77,89]","[-1,1,-1,-1,-1,1,1,1]",12,True
10,5,16,5,1,51239,5051244,505102835,10,10,6,60,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,3,5,6]","[-1,1,-1,1]",0,True
10,5,16,5,2,51239,5051244,505102836,10,14,2,28,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,1,4,7]","[-1,-1,1,1]",0,True
10,5,16,5,3,51239,5051244,505102837,10,14,2,28,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",2,"[3,7]","[1,1]",0,True
10,5,16,5,4,51239,5051244,505102838,10,12,4,48,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",2,"[0,9]","[-1,1]",0,True
10,5,16,5,5,51239,5051244,505102839,10,14,2,28,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,6,7,8]","[-1,1,1,-1]",0,True
10,5,32,5,1,51239,5051244,505104435,10,26,6,156,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[0,3,5,6,9]","[-1,1,1,1,1]",0,True
10,5,32,5,2,51239,5051244,505104436,10,25,7,175,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",2,"[0,9]","[-1,1]",0,True
10,5,32,5,3,51239,5051244,505104437,10,25,7,175,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,5,6,9]","[-1,1,-1,1]",0,True
10,5,32,5,4,51239,5051244,505104438,10,26,6,156,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,6,7,9]","[-1,1,1,1]",0,True
10,5,32,5,5,51239,5051244,505104439,10,18,14,252,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[0,2,4,5,7,9]","[-1,-1,-1,-1,-1,1]",0,True
10,5,64,5,1,51239,5051244,505107635,10,44,20,880,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,3,4,9]","[-1,1,-1,1]",0,True
10,5,64,5,2,51239,5051244,505107636,10,51,13,663,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,2,4,9]","[-1,-1,-1,1]",0,True
10,5,64,5,3,51239,5051244,505107637,10,43,21,903,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[0,2,3,5,9]","[-1,-1,1,1,1]",0,True
10,5,64,5,4,51239,5051244,505107638,10,39,25,975,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[0,2,3,9]","[-1,-1,1,1]",0,True
10,5,64,5,5,51239,5051244,505107639,10,49,15,735,"[9,3,0,4,2]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[0,2,4,6,9]","[-1,-1,-1,1,1]",0,True
50,5,16,5,1,51239,5051284,505502835,10,12,4,48,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[4,23,24,31]","[-1,-1,1,-1]",0,True
50,5,16,5,2,51239,5051284,505502836,10,10,6,60,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[18,19,29,32,38,41,44]","[-1,1,1,1,-1,-1,1]",0,True
50,5,16,5,3,51239,5051284,505502837,10,9,7,63,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[20,22,30,37,44]","[1,1,1,1,1]",0,True
50,5,16,5,4,51239,5051284,505502838,10,10,6,60,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[1,12,20,49]","[1,-1,1,1]",0,True
50,5,16,5,5,51239,5051284,505502839,10,12,4,48,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",4,"[4,10,19,39]","[1,-1,-1,-1]",0,True
50,5,32,5,1,51239,5051284,505504435,10,24,8,192,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[16,22,27,40,43,46]","[1,1,1,-1,-1,-1]",2,True
50,5,32,5,2,51239,5051284,505504436,10,22,10,220,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",8,"[2,4,14,25,28,31,35,45]","[-1,1,1,1,1,1,1,-1]",0,True
50,5,32,5,3,51239,5051284,505504437,10,23,9,207,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",8,"[4,12,21,25,28,41,42,47]","[1,-1,1,-1,-1,-1,1,-1]",0,True
50,5,32,5,4,51239,5051284,505504438,10,22,10,220,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[22,30,36,43,45]","[1,-1,1,-1,-1]",0,True
50,5,32,5,5,51239,5051284,505504439,10,21,11,231,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",9,"[5,8,11,14,15,21,29,30,35]","[-1,-1,1,-1,1,-1,1,-1,-1]",1,True
50,5,64,5,1,51239,5051284,505507635,10,50,14,700,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[12,13,14,17,21,22]","[1,-1,-1,1,1,1]",4,True
50,5,64,5,2,51239,5051284,505507636,10,39,25,975,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[13,14,22,24,36,47]","[-1,-1,1,-1,-1,-1]",0,True
50,5,64,5,3,51239,5051284,505507637,10,41,23,943,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[2,11,13,22,30,36,49]","[-1,1,-1,1,1,1,1]",1,True
50,5,64,5,4,51239,5051284,505507638,10,47,17,799,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",9,"[7,11,22,25,27,28,36,38,49]","[1,1,1,-1,1,-1,1,1,-1]",0,True
50,5,64,5,5,51239,5051284,505507639,10,51,13,663,"[22,38,13,32,14]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[13,22,28,41,48]","[-1,1,-1,1,1]",0,True
100,5,16,5,1,51239,5051334,506002835,10,13,3,39,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",3,"[17,57,92]","[-1,-1,1]",0,True
100,5,16,5,2,51239,5051334,506002836,10,11,5,55,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",5,"[44,76,77,79,80]","[1,-1,1,-1,-1]",0,True
100,5,16,5,3,51239,5051334,506002837,10,12,4,48,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[4,23,33,35,70,96,99]","[1,-1,1,1,-1,-1,-1]",0,True
100,5,16,5,4,51239,5051334,506002838,10,11,5,55,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[19,20,55,67,69,77]","[1,1,-1,1,1,1]",0,True
100,5,16,5,5,51239,5051334,506002839,10,11,5,55,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[9,39,57,70,71,73]","[1,1,-1,-1,1,-1]",0,True
100,5,32,5,1,51239,5051334,506004435,10,24,8,192,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[6,15,16,19,50,56,76]","[1,-1,-1,-1,1,1,1]",0,True
100,5,32,5,2,51239,5051334,506004436,10,23,9,207,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[11,21,41,48,57,71,78]","[1,1,1,1,-1,-1,-1]",2,True
100,5,32,5,3,51239,5051334,506004437,10,23,9,207,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",7,"[27,41,44,47,55,56,67]","[1,1,1,-1,-1,-1,-1]",0,True
100,5,32,5,4,51239,5051334,506004438,10,20,12,240,"[77,21,57,55,61]","[1,1,-1,-1,-1]","[5,27]","[[0,2],[0,1,3,4]]",6,"[16,35,73,86,89,97]","[1,-1,1,-1,-1,-1]",0,True
